Id,Category
2997,8
2998,0
2999,9
3000,5
3001,3
3002,0
3003,0
3004,3
3005,5
3006,2
3007,5
3008,7
3009,8
3010,9
3011,1
3012,8
3013,1
3014,9
3015,8
3016,5
3017,3
3018,8
3019,8
3020,6
3021,4
3022,2
3023,1
3024,9
3025,1
3026,3
3027,0
3028,3
3029,3
3030,3
3031,3
3032,9
3033,8
3034,1
3035,2
3036,8
3037,5
3038,6
3039,3
3040,9
3041,7
3042,9
3043,5
3044,0
3045,1
3046,7
3047,7
3048,0
3049,7
3050,1
3051,3
3052,1
3053,0
3054,3
3055,8
3056,0
3057,0
3058,9
3059,0
3060,7
3061,9
3062,5
3063,5
3064,7
3065,4
3066,7
3067,8
3068,5
3069,9
3070,5
3071,1
3072,9
3073,3
3074,6
3075,9
3076,3
3077,2
3078,1
3079,3
3080,1
3081,2
3082,4
3083,6
3084,9
3085,8
3086,0
3087,4
3088,9
3089,5
3090,1
3091,0
3092,8
3093,6
3094,9
3095,0
3096,0
3097,0
3098,0
3099,4
3100,3
3101,5
3102,0
3103,0
3104,7
3105,5
3106,3
3107,5
3108,6
3109,7
3110,0
3111,4
3112,9
3113,9
3114,6
3115,4
3116,1
3117,8
3118,8
3119,6
3120,1
3121,2
3122,1
3123,6
3124,4
3125,3
3126,3
3127,3
3128,6
3129,8
3130,2
3131,1
3132,0
3133,7
3134,7
3135,2
3136,6
3137,3
3138,8
3139,2
3140,9
3141,0
3142,2
3143,2
3144,3
3145,2
3146,2
3147,7
3148,7
3149,0
3150,0
3151,2
3152,0
3153,8
3154,4
3155,2
3156,6
3157,6
3158,2
3159,9
3160,8
3161,3
3162,0
3163,9
3164,3
3165,8
3166,2
3167,9
3168,2
3169,9
3170,0
3171,2
3172,9
3173,9
3174,2
3175,5
3176,7
3177,0
3178,3
3179,1
3180,1
3181,8
3182,5
3183,5
3184,0
3185,5
3186,1
3187,7
3188,2
3189,8
3190,1
3191,1
3192,3
3193,6
3194,7
3195,9
3196,3
3197,9
3198,5
3199,7
3200,2
3201,1
3202,6
3203,1
3204,7
3205,4
3206,8
3207,5
3208,1
3209,9
3210,7
3211,7
3212,5
3213,0
3214,9
3215,3
3216,1
3217,0
3218,4
3219,9
3220,9
3221,6
3222,7
3223,1
3224,9
3225,2
3226,6
3227,4
3228,5
3229,7
3230,4
3231,6
3232,7
3233,9
3234,5
3235,4
3236,5
3237,8
3238,0
3239,2
3240,0
3241,5
3242,3
3243,7
3244,9
3245,8
3246,4
3247,1
3248,4
3249,6
3250,8
3251,5
3252,9
3253,1
3254,8
3255,1
3256,4
3257,2
3258,1
3259,3
3260,8
3261,7
3262,9
3263,2
3264,4
3265,8
3266,1
3267,4
3268,7
3269,9
3270,4
3271,7
3272,0
3273,5
3274,9
3275,3
3276,1
3277,4
3278,9
3279,5
3280,8
3281,7
3282,5
3283,6
3284,6
3285,0
3286,1
3287,9
3288,8
3289,4
3290,3
3291,3
3292,9
3293,1
3294,8
3295,0
3296,9
3297,7
3298,9
3299,8
3300,1
3301,9
3302,8
3303,1
3304,4
3305,2
3306,9
3307,1
3308,0
3309,4
3310,6
3311,9
3312,7
3313,4
3314,1
3315,0
3316,7
3317,8
3318,3
3319,9
3320,1
3321,1
3322,4
3323,5
3324,1
3325,2
3326,0
3327,0
3328,7
3329,7
3330,7
3331,9
3332,9
3333,4
3334,7
3335,6
3336,0
3337,0
3338,9
3339,4
3340,7
3341,1
3342,1
3343,1
3344,4
3345,2
3346,2
3347,1
3348,1
3349,0
3350,6
3351,4
3352,6
3353,5
3354,3
3355,6
3356,5
3357,9
3358,8
3359,4
3360,1
3361,9
3362,7
3363,5
3364,5
3365,8
3366,6
3367,4
3368,2
3369,5
3370,4
3371,6
3372,3
3373,8
3374,7
3375,2
3376,7
3377,8
3378,5
3379,3
3380,1
3381,6
3382,5
3383,9
3384,0
3385,1
3386,4
3387,4
3388,3
3389,6
3390,4
3391,6
3392,9
3393,2
3394,4
3395,4
3396,8
3397,8
3398,1
3399,8
3400,4
3401,6
3402,9
3403,7
3404,7
3405,0
3406,9
3407,6
3408,5
3409,1
3410,7
3411,6
3412,0
3413,3
3414,2
3415,5
3416,6
3417,7
3418,9
3419,0
3420,2
3421,2
3422,2
3423,6
3424,9
3425,5
3426,6
3427,3
3428,7
3429,9
3430,6
3431,4
3432,2
3433,9
3434,4
3435,9
3436,1
3437,4
3438,6
3439,0
3440,0
3441,8
3442,6
3443,0
3444,2
3445,3
3446,5
3447,6
3448,8
3449,6
3450,8
3451,7
3452,8
3453,9
3454,4
3455,8
3456,3
3457,9
3458,5
3459,5
3460,1
3461,0
3462,9
3463,4
3464,2
3465,7
3466,1
3467,2
3468,6
3469,5
3470,8
3471,0
3472,0
3473,8
3474,6
3475,0
3476,1
3477,8
3478,1
3479,1
3480,4
3481,8
3482,0
3483,1
3484,6
3485,9
3486,6
3487,8
3488,9
3489,8
3490,9
3491,2
3492,3
3493,7
3494,8
3495,9
3496,5
3497,2
3498,0
3499,3
3500,8
3501,9
3502,0
3503,8
3504,8
3505,9
3506,0
3507,6
3508,1
3509,1
3510,7
3511,4
3512,9
3513,4
3514,2
3515,1
3516,1
3517,3
3518,8
3519,5
3520,8
3521,9
3522,2
3523,8
3524,0
3525,3
3526,1
3527,1
3528,6
3529,1
3530,7
3531,1
3532,4
3533,1
3534,0
3535,4
3536,9
3537,5
3538,7
3539,9
3540,2
3541,2
3542,9
3543,2
3544,6
3545,2
3546,0
3547,5
3548,5
3549,7
3550,1
3551,3
3552,0
3553,7
3554,2
3555,3
3556,4
3557,0
3558,3
3559,2
3560,2
3561,8
3562,3
3563,5
3564,0
3565,1
3566,9
3567,3
3568,5
3569,2
3570,8
3571,3
3572,0
3573,3
3574,7
3575,2
3576,1
3577,9
3578,9
3579,9
3580,7
3581,7
3582,5
3583,3
3584,0
3585,3
3586,1
3587,8
3588,2
3589,7
3590,7
3591,2
3592,9
3593,0
3594,1
3595,0
3596,1
3597,4
3598,0
3599,8
3600,2
3601,2
3602,9
3603,2
3604,8
3605,5
3606,4
3607,7
3608,6
3609,6
3610,8
3611,9
3612,1
3613,7
3614,3
3615,0
3616,2
3617,0
3618,1
3619,6
3620,2
3621,9
3622,0
3623,0
3624,9
3625,0
3626,5
3627,6
3628,1
3629,6
3630,0
3631,9
3632,6
3633,1
3634,4
3635,9
3636,3
3637,1
3638,2
3639,2
3640,8
3641,5
3642,6
3643,0
3644,0
3645,5
3646,0
3647,3
3648,9
3649,0
3650,6
3651,0
3652,1
3653,9
3654,7
3655,9
3656,9
3657,2
3658,4
3659,2
3660,6
3661,8
3662,6
3663,7
3664,0
3665,7
3666,7
3667,9
3668,2
3669,2
3670,8
3671,9
3672,4
3673,8
3674,2
3675,9
3676,0
3677,8
3678,7
3679,1
3680,8
3681,2
3682,5
3683,3
3684,1
3685,9
3686,1
3687,2
3688,6
3689,0
3690,8
3691,6
3692,4
3693,1
3694,8
3695,0
3696,8
3697,1
3698,1
3699,5
3700,8
3701,5
3702,6
3703,6
3704,8
3705,7
3706,3
3707,8
3708,7
3709,5
3710,3
3711,4
3712,2
3713,4
3714,3
3715,5
3716,4
3717,6
3718,1
3719,1
3720,4
3721,9
3722,2
3723,8
3724,7
3725,1
3726,3
3727,2
3728,3
3729,2
3730,3
3731,3
3732,2
3733,5
3734,4
3735,3
3736,2
3737,7
3738,3
3739,3
3740,6
3741,2
3742,7
3743,8
3744,9
3745,1
3746,9
3747,6
3748,8
3749,6
3750,3
3751,9
3752,3
3753,4
3754,9
3755,9
3756,1
3757,1
3758,9
3759,6
3760,3
3761,7
3762,4
3763,5
3764,3
3765,6
3766,8
3767,4
3768,9
3769,1
3770,3
3771,6
3772,3
3773,7
3774,2
3775,1
3776,8
3777,6
3778,2
3779,3
3780,0
3781,9
3782,2
3783,8
3784,3
3785,9
3786,3
3787,5
3788,4
3789,7
3790,6
3791,3
3792,2
3793,1
3794,2
3795,3
3796,3
3797,2
3798,9
3799,3
3800,6
3801,7
3802,8
3803,8
3804,5
3805,9
3806,4
3807,2
3808,7
3809,4
3810,0
3811,6
3812,9
3813,7
3814,0
3815,3
3816,6
3817,4
3818,1
3819,2
3820,5
3821,9
3822,8
3823,4
3824,2
3825,7
3826,3
3827,9
3828,2
3829,6
3830,0
3831,4
3832,5
3833,5
3834,9
3835,7
3836,7
3837,8
3838,0
3839,8
3840,3
3841,7
3842,7
3843,4
3844,4
3845,3
3846,2
3847,9
3848,5
3849,5
3850,7
3851,3
3852,7
3853,1
3854,6
3855,6
3856,0
3857,4
3858,7
3859,9
3860,2
3861,0
3862,8
3863,8
3864,7
3865,7
3866,6
3867,2
3868,7
3869,9
3870,2
3871,1
3872,8
3873,1
3874,5
3875,3
3876,7
3877,4
3878,6
3879,1
3880,4
3881,8
3882,7
3883,1
3884,6
3885,8
3886,3
3887,9
3888,6
3889,9
3890,3
3891,7
3892,2
3893,6
3894,4
3895,9
3896,2
3897,8
3898,0
3899,5
3900,4
3901,1
3902,2
3903,3
3904,1
3905,1
3906,8
3907,7
3908,6
3909,9
3910,3
3911,4
3912,4
3913,1
3914,6
3915,4
3916,4
3917,8
3918,2
3919,7
3920,2
3921,1
3922,8
3923,1
3924,1
3925,7
3926,1
3927,1
3928,1
3929,9
3930,5
3931,8
3932,5
3933,9
3934,4
3935,1
3936,0
3937,6
3938,8
3939,7
3940,1
3941,1
3942,9
3943,2
3944,0
3945,9
3946,8
3947,6
3948,0
3949,5
3950,2
3951,0
3952,8
3953,8
3954,0
3955,8
3956,3
3957,8
3958,0
3959,5
3960,9
3961,5
3962,8
3963,5
3964,1
3965,0
3966,2
3967,5
3968,3
3969,3
3970,4
3971,1
3972,5
3973,4
3974,1
3975,6
3976,8
3977,7
3978,1
3979,7
3980,9
3981,3
3982,7
3983,7
3984,3
3985,1
3986,0
3987,2
3988,6
3989,7
3990,5
3991,6
3992,7
3993,9
3994,7
3995,3
3996,0
3997,3
3998,7
3999,5
4000,7
4001,2
4002,7
4003,1
4004,9
4005,7
4006,5
4007,2
4008,1
4009,8
4010,6
4011,7
4012,8
4013,9
4014,5
4015,3
4016,6
4017,1
4018,1
4019,9
4020,0
4021,9
4022,2
4023,9
4024,9
4025,6
4026,1
4027,1
4028,8
4029,9
4030,4
4031,6
4032,6
4033,4
4034,9
4035,7
4036,3
4037,8
4038,0
4039,0
4040,7
4041,6
4042,4
4043,9
4044,9
4045,9
4046,0
4047,8
4048,2
4049,3
4050,9
4051,6
4052,8
4053,4
4054,0
4055,4
4056,8
4057,3
4058,7
4059,4
4060,9
4061,2
4062,4
4063,5
4064,6
4065,3
4066,9
4067,2
4068,5
4069,8
4070,0
4071,6
4072,8
4073,2
4074,4
4075,7
4076,8
4077,1
4078,0
4079,8
4080,4
4081,5
4082,9
4083,0
4084,0
4085,1
4086,3
4087,9
4088,2
4089,6
4090,7
4091,8
4092,1
4093,3
4094,1
4095,5
4096,0
4097,2
4098,3
4099,3
4100,2
4101,6
4102,2
4103,8
4104,9
4105,0
4106,1
4107,7
4108,2
4109,5
4110,9
4111,5
4112,6
4113,1
4114,2
4115,2
4116,7
4117,4
4118,0
4119,8
4120,0
4121,1
4122,3
4123,5
4124,5
4125,7
4126,7
4127,9
4128,1
4129,9
4130,9
4131,0
4132,1
4133,0
4134,5
4135,3
4136,9
4137,6
4138,8
4139,6
4140,1
4141,7
4142,3
4143,1
4144,8
4145,6
4146,0
4147,0
4148,8
4149,3
4150,1
4151,5
4152,2
4153,3
4154,4
4155,9
4156,2
4157,5
4158,3
4159,8
4160,9
4161,5
4162,2
4163,0
4164,9
4165,3
4166,6
4167,7
4168,1
4169,9
4170,1
4171,6
4172,0
4173,1
4174,6
4175,2
4176,8
4177,9
4178,2
4179,0
4180,5
4181,0
4182,3
4183,3
4184,6
4185,8
4186,1
4187,7
4188,6
4189,6
4190,8
4191,0
4192,2
4193,1
4194,0
4195,9
4196,9
4197,4
4198,2
4199,8
4200,0
4201,9
4202,4
4203,8
4204,2
4205,5
4206,3
4207,2
4208,4
4209,4
4210,3
4211,3
4212,2
4213,6
4214,5
4215,4
4216,6
4217,4
4218,3
4219,0
4220,7
4221,4
4222,7
4223,7
4224,3
4225,9
4226,3
4227,3
4228,1
4229,2
4230,9
4231,0
4232,8
4233,2
4234,3
4235,1
4236,9
4237,2
4238,8
4239,7
4240,6
4241,3
4242,5
4243,0
4244,1
4245,0
4246,4
4247,0
4248,3
4249,4
4250,5
4251,0
4252,1
4253,4
4254,5
4255,1
4256,3
4257,3
4258,5
4259,6
4260,4
4261,2
4262,8
4263,1
4264,1
4265,4
4266,1
4267,1
4268,5
4269,3
4270,8
4271,3
4272,4
4273,2
4274,8
4275,2
4276,7
4277,1
4278,6
4279,7
4280,9
4281,6
4282,3
4283,3
4284,1
4285,9
4286,9
4287,4
4288,7
4289,1
4290,3
4291,3
4292,1
4293,5
4294,0
4295,8
4296,3
4297,5
4298,6
4299,6
4300,7
4301,8
4302,2
4303,4
4304,8
4305,5
4306,0
4307,7
4308,0
4309,2
4310,1
4311,3
4312,3
4313,9
4314,3
4315,1
4316,8
4317,8
4318,4
4319,2
4320,4
4321,0
4322,2
4323,5
4324,9
4325,9
4326,1
4327,8
4328,1
4329,9
4330,4
4331,0
4332,7
4333,0
4334,4
4335,9
4336,9
4337,2
4338,1
4339,6
4340,5
4341,6
4342,6
4343,1
4344,5
4345,1
4346,4
4347,3
4348,9
4349,6
4350,3
4351,8
4352,4
4353,8
4354,8
4355,0
4356,1
4357,5
4358,1
4359,6
4360,6
4361,0
4362,8
4363,5
4364,1
4365,2
4366,7
4367,4
4368,5
4369,3
4370,4
4371,9
4372,6
4373,8
4374,1
4375,0
4376,4
4377,9
4378,3
4379,9
4380,6
4381,7
4382,6
4383,5
4384,8
4385,9
4386,1
4387,6
4388,9
4389,0
4390,4
4391,8
4392,4
4393,7
4394,4
4395,1
4396,3
4397,7
4398,2
4399,4
4400,5
4401,8
4402,4
4403,1
4404,7
4405,4
4406,0
4407,6
4408,7
4409,8
4410,0
4411,9
4412,3
4413,9
4414,6
4415,2
4416,2
4417,2
4418,8
4419,1
4420,0
4421,2
4422,9
4423,3
4424,0
4425,0
4426,2
4427,1
4428,7
4429,8
4430,8
4431,3
4432,1
4433,1
4434,1
4435,2
4436,7
4437,3
4438,5
4439,8
4440,0
4441,0
4442,6
4443,6
4444,7
4445,1
4446,9
4447,5
4448,3
4449,6
4450,6
4451,6
4452,1
4453,1
4454,3
4455,0
4456,1
4457,2
4458,2
4459,8
4460,0
4461,4
4462,5
4463,0
4464,5
4465,7
4466,2
4467,8
4468,0
4469,4
4470,4
4471,0
4472,6
4473,7
4474,6
4475,3
4476,4
4477,6
4478,8
4479,0
4480,1
4481,7
4482,5
4483,6
4484,1
4485,0
4486,5
4487,2
4488,3
4489,6
4490,9
4491,0
4492,9
4493,1
4494,0
4495,2
4496,8
4497,0
4498,7
4499,0
4500,8
4501,2
4502,8
4503,0
4504,1
4505,3
4506,6
4507,3
4508,8
4509,4
4510,2
4511,9
4512,4
4513,2
4514,3
4515,4
4516,9
4517,0
4518,8
4519,3
4520,1
4521,8
4522,5
4523,2
4524,7
4525,0
4526,5
4527,0
4528,2
4529,3
4530,5
4531,9
4532,1
4533,8
4534,7
4535,7
4536,7
4537,9
4538,4
4539,2
4540,6
4541,5
4542,7
4543,4
4544,2
4545,2
4546,2
4547,0
4548,1
4549,9
4550,5
4551,8
4552,7
4553,1
4554,0
4555,2
4556,3
4557,3
4558,3
4559,3
4560,2
4561,5
4562,8
4563,4
4564,3
4565,9
4566,5
4567,3
4568,0
4569,8
4570,2
4571,6
4572,4
4573,3
4574,9
4575,3
4576,7
4577,8
4578,2
4579,9
4580,7
4581,5
4582,1
4583,3
4584,1
4585,6
4586,7
4587,9
4588,8
4589,8
4590,2
4591,3
4592,5
4593,8
4594,3
4595,5
4596,7
4597,8
4598,6
4599,6
4600,1
4601,4
4602,3
4603,0
4604,8
4605,6
4606,5
4607,9
4608,8
4609,6
4610,0
4611,9
4612,0
4613,6
4614,3
4615,9
4616,0
4617,8
4618,2
4619,2
4620,2
4621,8
4622,4
4623,7
4624,9
4625,5
4626,5
4627,9
4628,2
4629,4
4630,3
4631,9
4632,0
4633,3
4634,5
4635,0
4636,5
4637,0
4638,7
4639,5
4640,2
4641,6
4642,6
4643,1
4644,1
4645,3
4646,3
4647,8
4648,6
4649,0
4650,5
4651,9
4652,3
4653,0
4654,4
4655,7
4656,7
4657,1
4658,6
4659,9
4660,8
4661,1
4662,2
4663,0
4664,0
4665,8
4666,5
4667,7
4668,3
4669,8
4670,9
4671,0
4672,0
4673,4
4674,1
4675,6
4676,4
4677,7
4678,1
4679,0
4680,4
4681,7
4682,8
4683,7
4684,0
4685,1
4686,6
4687,4
4688,6
4689,1
4690,4
4691,5
4692,3
4693,4
4694,5
4695,9
4696,7
4697,0
4698,0
4699,2
4700,1
4701,6
4702,2
4703,1
4704,6
4705,0
4706,4
4707,7
4708,3
4709,2
4710,3
4711,1
4712,9
4713,7
4714,4
4715,0
4716,8
4717,7
4718,8
4719,4
4720,9
4721,3
4722,4
4723,9
4724,9
4725,9
4726,4
4727,2
4728,2
4729,5
4730,1
4731,9
4732,9
4733,3
4734,3
4735,9
4736,7
4737,4
4738,3
4739,2
4740,2
4741,0
4742,8
4743,1
4744,4
4745,4
4746,1
4747,8
4748,7
4749,8
4750,1
4751,5
4752,6
4753,7
4754,2
4755,0
4756,0
4757,0
4758,9
4759,8
4760,8
4761,6
4762,7
4763,6
4764,0
4765,5
4766,4
4767,8
4768,5
4769,8
4770,3
4771,6
4772,6
4773,1
4774,2
4775,9
4776,0
4777,3
4778,6
4779,1
4780,6
4781,5
4782,9
4783,3
4784,4
4785,1
4786,3
4787,5
4788,9
4789,6
4790,8
4791,4
4792,2
4793,0
4794,8
4795,6
4796,7
4797,7
4798,2
4799,2
4800,8
4801,9
4802,1
4803,6
4804,0
4805,5
4806,3
4807,4
4808,9
4809,5
4810,3
4811,0
4812,2
4813,0
4814,8
4815,5
4816,2
4817,6
4818,0
4819,1
4820,5
4821,2
4822,1
4823,9
4824,8
4825,3
4826,2
4827,0
4828,0
4829,7
4830,0
4831,0
4832,8
4833,6
4834,6
4835,4
4836,1
4837,0
4838,4
4839,9
4840,2
4841,1
4842,5
4843,2
4844,9
4845,7
4846,0
4847,1
4848,9
4849,3
4850,8
4851,2
4852,9
4853,6
4854,3
4855,9
4856,9
4857,1
4858,0
4859,6
4860,7
4861,6
4862,5
4863,0
4864,5
4865,3
4866,2
4867,3
4868,6
4869,1
4870,7
4871,7
4872,4
4873,0
4874,8
4875,9
4876,6
4877,7
4878,6
4879,2
4880,9
4881,3
4882,0
4883,5
4884,0
4885,7
4886,3
4887,3
4888,1
4889,5
4890,7
4891,0
4892,2
4893,9
4894,9
4895,9
4896,2
4897,5
4898,6
4899,9
4900,3
4901,2
4902,4
4903,1
4904,0
4905,5
4906,9
4907,2
4908,0
4909,7
4910,8
4911,2
4912,9
4913,8
4914,2
4915,6
4916,8
4917,9
4918,4
4919,2
4920,4
4921,7
4922,6
4923,8
4924,9
4925,2
4926,2
4927,7
4928,8
4929,3
4930,6
4931,0
4932,5
4933,6
4934,2
4935,6
4936,5
4937,2
4938,4
4939,1
4940,2
4941,6
4942,5
4943,9
4944,4
4945,3
4946,7
4947,0
4948,3
4949,7
4950,4
4951,1
4952,1
4953,0
4954,4
4955,2
4956,9
4957,3
4958,5
4959,7
4960,5
4961,7
4962,6
4963,0
4964,0
4965,4
4966,6
4967,4
4968,1
4969,5
4970,2
4971,6
4972,2
4973,4
4974,1
4975,5
4976,9
4977,2
4978,8
4979,7
4980,4
4981,0
4982,2
4983,5
4984,2
4985,6
4986,6
4987,9
4988,5
4989,0
4990,4
4991,9
4992,4
4993,1
4994,5
4995,5
4996,4
4997,7
4998,6
4999,7
5000,7
5001,1
5002,2
5003,2
5004,8
5005,1
5006,3
5007,7
5008,1
5009,3
5010,1
5011,2
5012,8
5013,6
5014,8
5015,0
5016,1
5017,5
5018,5
5019,0
5020,2
5021,5
5022,7
5023,6
5024,6
5025,5
5026,0
5027,2
5028,3
5029,5
5030,9
5031,3
5032,6
5033,3
5034,4
5035,1
5036,3
5037,9
5038,6
5039,2
5040,4
5041,1
5042,1
5043,9
5044,5
5045,0
5046,3
5047,5
5048,3
5049,4
5050,1
5051,9
5052,8
5053,9
5054,1
5055,9
5056,1
5057,5
5058,8
5059,1
5060,3
5061,5
5062,7
5063,5
5064,8
5065,5
5066,4
5067,6
5068,6
5069,9
5070,7
5071,0
5072,6
5073,2
5074,9
5075,9
5076,0
5077,1
5078,9
5079,4
5080,4
5081,9
5082,7
5083,1
5084,9
5085,6
5086,6
5087,8
5088,6
5089,7
5090,7
5091,5
5092,8
5093,1
5094,8
5095,5
5096,1
5097,0
5098,6
5099,9
5100,1
5101,4
5102,3
5103,4
5104,1
5105,8
5106,5
5107,1
5108,7
5109,4
5110,2
5111,4
5112,4
5113,9
5114,5
5115,9
5116,4
5117,1
5118,2
5119,5
5120,0
5121,2
5122,3
5123,6
5124,3
5125,2
5126,7
5127,4
5128,5
5129,7
5130,1
5131,3
5132,8
5133,8
5134,1
5135,2
5136,7
5137,2
5138,2
5139,6
5140,0
5141,6
5142,0
5143,4
5144,0
5145,1
5146,0
5147,3
5148,9
5149,6
5150,0
5151,7
5152,8
5153,1
5154,9
5155,7
5156,9
5157,4
5158,9
5159,0
5160,1
5161,4
5162,0
5163,3
5164,4
5165,5
5166,5
5167,8
5168,3
5169,7
5170,5
5171,8
5172,3
5173,9
5174,7
5175,9
5176,4
5177,3
5178,8
5179,9
5180,1
5181,1
5182,4
5183,4
5184,5
5185,6
5186,1
5187,7
5188,9
5189,9
5190,3
5191,7
5192,3
5193,4
5194,7
5195,3
5196,8
5197,5
5198,7
5199,7
5200,0
5201,1
5202,8
5203,4
5204,5
5205,0
5206,9
5207,1
5208,0
5209,8
5210,7
5211,0
5212,6
5213,3
5214,8
5215,3
5216,1
5217,4
5218,7
5219,4
5220,5
5221,5
5222,0
5223,2
5224,3
5225,2
5226,0
5227,1
5228,3
5229,9
5230,9
5231,2
5232,2
5233,3
5234,4
5235,8
5236,0
5237,8
5238,6
5239,5
5240,8
5241,2
5242,6
5243,7
5244,9
5245,5
5246,1
5247,1
5248,0
5249,3
5250,6
5251,5
5252,2
5253,4
5254,4
5255,0
5256,3
5257,0
5258,2
5259,3
5260,0
5261,2
5262,2
5263,9
5264,0
5265,4
5266,0
5267,0
5268,5
5269,9
5270,1
5271,6
5272,0
5273,2
5274,9
5275,6
5276,9
5277,5
5278,4
5279,6
5280,5
5281,4
5282,7
5283,3
5284,0
5285,6
5286,8
5287,2
5288,5
5289,1
5290,6
5291,7
5292,5
5293,1
5294,1
5295,9
5296,2
5297,1
5298,6
5299,1
5300,3
5301,2
5302,0
5303,2
5304,7
5305,2
5306,6
5307,9
5308,1
5309,9
5310,8
5311,5
5312,4
5313,1
5314,8
5315,0
5316,9
5317,6
5318,3
5319,0
5320,4
5321,3
5322,8
5323,3
5324,0
5325,4
5326,6
5327,0
5328,4
5329,1
5330,2
5331,1
5332,8
5333,9
5334,4
5335,4
5336,7
5337,3
5338,3
5339,4
5340,1
5341,1
5342,9
5343,2
5344,7
5345,2
5346,7
5347,8
5348,3
5349,3
5350,6
5351,7
5352,8
5353,6
5354,4
5355,1
5356,6
5357,4
5358,8
5359,7
5360,7
5361,8
5362,5
5363,1
5364,8
5365,3
5366,2
5367,7
5368,7
5369,0
5370,5
5371,1
5372,6
5373,2
5374,5
5375,8
5376,3
5377,3
5378,7
5379,0
5380,4
5381,3
5382,4
5383,8
5384,9
5385,9
5386,0
5387,2
5388,5
5389,9
5390,1
5391,3
5392,9
5393,7
5394,1
5395,3
5396,1
5397,7
5398,3
5399,3
5400,8
5401,8
5402,4
5403,3
5404,7
5405,7
5406,3
5407,9
5408,3
5409,9
5410,3
5411,9
5412,6
5413,9
5414,7
5415,1
5416,1
5417,4
5418,2
5419,7
5420,7
5421,7
5422,9
5423,8
5424,1
5425,4
5426,1
5427,3
5428,7
5429,4
5430,5
5431,3
5432,3
5433,2
5434,2
5435,4
5436,1
5437,6
5438,7
5439,3
5440,2
5441,4
5442,3
5443,3
5444,0
5445,2
5446,4
5447,7
5448,4
5449,0
5450,3
5451,1
5452,7
5453,0
5454,5
5455,2
5456,7
5457,9
5458,5
5459,2
5460,7
5461,6
5462,1
5463,7
5464,8
5465,2
5466,9
5467,7
5468,5
5469,4
5470,9
5471,4
5472,9
5473,3
5474,8
5475,4
5476,4
5477,2
5478,0
5479,0
5480,6
5481,0
5482,5
5483,8
5484,8
5485,5
5486,6
5487,9
5488,5
5489,9
5490,0
5491,4
5492,0
5493,8
5494,8
5495,2
5496,5
5497,3
5498,6
5499,3
5500,4
5501,0
5502,8
5503,7
5504,4
5505,5
5506,5
5507,4
5508,3
5509,8
5510,1
5511,2
5512,4
5513,6
5514,8
5515,4
5516,8
5517,8
5518,5
5519,3
5520,6
5521,5
5522,7
5523,5
5524,5
5525,8
5526,4
5527,7
5528,1
5529,5
5530,0
5531,2
5532,2
5533,1
5534,2
5535,7
5536,7
5537,3
5538,5
5539,9
5540,0
5541,9
5542,2
5543,3
5544,0
5545,6
5546,6
5547,2
5548,6
5549,1
5550,9
5551,2
5552,0
5553,6
5554,0
5555,9
5556,7
5557,3
5558,6
5559,1
5560,8
5561,8
5562,0
5563,3
5564,5
5565,0
5566,2
5567,2
5568,6
5569,4
5570,2
5571,6
5572,7
5573,2
5574,7
5575,2
5576,5
5577,3
5578,9
5579,0
5580,9
5581,3
5582,5
5583,1
5584,2
5585,3
5586,0
5587,9
5588,1
5589,8
5590,8
5591,1
5592,9
5593,8
5594,9
5595,0
5596,0
5597,3
5598,5
5599,2
5600,6
5601,3
5602,0
5603,4
5604,7
5605,2
5606,9
5607,8
5608,1
5609,7
5610,6
5611,4
5612,6
5613,4
5614,6
5615,7
5616,6
5617,7
5618,9
5619,5
5620,6
5621,2
5622,3
5623,6
5624,2
5625,6
5626,1
5627,5
5628,1
5629,9
5630,1
5631,3
5632,8
5633,0
5634,9
5635,8
5636,0
5637,0
5638,1
5639,3
5640,4
5641,1
5642,6
5643,8
5644,8
5645,2
5646,1
5647,8
5648,9
5649,9
5650,7
5651,8
5652,8
5653,8
5654,3
5655,8
5656,7
5657,9
5658,7
5659,5
5660,4
5661,2
5662,3
5663,1
5664,8
5665,9
5666,3
5667,3
5668,1
5669,7
5670,5
5671,0
5672,1
5673,1
5674,2
5675,6
5676,1
5677,0
5678,9
5679,9
5680,7
5681,4
5682,8
5683,8
5684,2
5685,6
5686,7
5687,4
5688,0
5689,0
5690,7
5691,2
5692,6
5693,2
5694,1
5695,9
5696,3
5697,0
5698,5
5699,7
5700,9
5701,3
5702,7
5703,5
5704,2
5705,3
5706,9
5707,5
5708,4
5709,7
5710,4
5711,4
5712,1
5713,5
5714,5
5715,6
5716,6
5717,0
5718,1
5719,8
5720,1
5721,7
5722,2
5723,5
5724,7
5725,0
5726,3
5727,9
5728,2
5729,4
5730,8
5731,7
5732,4
5733,7
5734,7
5735,4
5736,2
5737,3
5738,6
5739,3
5740,5
5741,2
5742,2
5743,6
5744,9
5745,6
5746,2
5747,9
5748,1
5749,8
5750,5
5751,1
5752,7
5753,3
5754,8
5755,7
5756,8
5757,2
5758,0
5759,7
5760,8
5761,5
5762,8
5763,2
5764,8
5765,1
5766,1
5767,4
5768,3
5769,1
5770,7
5771,2
5772,2
5773,1
5774,3
5775,1
5776,4
5777,0
5778,8
5779,8
5780,2
5781,1
5782,0
5783,2
5784,4
5785,2
5786,3
5787,7
5788,3
5789,5
5790,2
5791,0
5792,4
5793,2
5794,4
